lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g5-english-language-arts-u06-l18,ma-g5-english-language-arts,5,english-language-arts,108,6,Opinion and Argument,18,"Publication, presentation, or reflection: editing and publication","Publication, presentation, or reflection",editing and publication,5.RI.8;5.W.1;5.W.5;5.W.6;5.SL.1;5.L.6
ma-g5-english-language-arts-u07-l01,ma-g5-english-language-arts,5,english-language-arts,109,7,"Myths, Drama, and Comparative Reading",1,Launch and diagnostic: myth and traditional story patterns,Launch and diagnostic,myth and traditional story patterns,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l02,ma-g5-english-language-arts,5,english-language-arts,110,7,"Myths, Drama, and Comparative Reading",2,Concept model A: drama structure,Concept model A,drama structure,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l03,ma-g5-english-language-arts,5,english-language-arts,111,7,"Myths, Drama, and Comparative Reading",3,Guided practice A: narrator perspective,Guided practice A,narrator perspective,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l04,ma-g5-english-language-arts,5,english-language-arts,112,7,"Myths, Drama, and Comparative Reading",4,Independent application A: visual and multimedia interpretation,Independent application A,visual and multimedia interpretation,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l05,ma-g5-english-language-arts,5,english-language-arts,113,7,"Myths, Drama, and Comparative Reading",5,Concept model B: comparing themes,Concept model B,comparing themes,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l06,ma-g5-english-language-arts,5,english-language-arts,114,7,"Myths, Drama, and Comparative Reading",6,Guided practice B: performance choices,Guided practice B,performance choices,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l07,ma-g5-english-language-arts,5,english-language-arts,115,7,"Myths, Drama, and Comparative Reading",7,Investigation or close reading: myth and traditional story patterns,Investigation or close reading,myth and traditional story patterns,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l08,ma-g5-english-language-arts,5,english-language-arts,116,7,"Myths, Drama, and Comparative Reading",8,Reteach and varied practice: drama structure,Reteach and varied practice,drama structure,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l09,ma-g5-english-language-arts,5,english-language-arts,117,7,"Myths, Drama, and Comparative Reading",9,Concept model C: narrator perspective,Concept model C,narrator perspective,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l10,ma-g5-english-language-arts,5,english-language-arts,118,7,"Myths, Drama, and Comparative Reading",10,Discussion or problem seminar: visual and multimedia interpretation,Discussion or problem seminar,visual and multimedia interpretation,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l11,ma-g5-english-language-arts,5,english-language-arts,119,7,"Myths, Drama, and Comparative Reading",11,Performance task planning: comparing themes,Performance task planning,comparing themes,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l12,ma-g5-english-language-arts,5,english-language-arts,120,7,"Myths, Drama, and Comparative Reading",12,Performance task build: performance choices,Performance task build,performance choices,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l13,ma-g5-english-language-arts,5,english-language-arts,121,7,"Myths, Drama, and Comparative Reading",13,Skill consolidation: myth and traditional story patterns,Skill consolidation,myth and traditional story patterns,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l14,ma-g5-english-language-arts,5,english-language-arts,122,7,"Myths, Drama, and Comparative Reading",14,Transfer challenge: drama structure,Transfer challenge,drama structure,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l15,ma-g5-english-language-arts,5,english-language-arts,123,7,"Myths, Drama, and Comparative Reading",15,Assessment preparation: narrator perspective,Assessment preparation,narrator perspective,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l16,ma-g5-english-language-arts,5,english-language-arts,124,7,"Myths, Drama, and Comparative Reading",16,Unit assessment: visual and multimedia interpretation,Unit assessment,visual and multimedia interpretation,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l17,ma-g5-english-language-arts,5,english-language-arts,125,7,"Myths, Drama, and Comparative Reading",17,Targeted correction: comparing themes,Targeted correction,comparing themes,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u07-l18,ma-g5-english-language-arts,5,english-language-arts,126,7,"Myths, Drama, and Comparative Reading",18,"Publication, presentation, or reflection: performance choices","Publication, presentation, or reflection",performance choices,5.RL.5;5.RL.6;5.RL.7;5.RL.9;5.SL.4
ma-g5-english-language-arts-u08-l01,ma-g5-english-language-arts,5,english-language-arts,127,8,"Language, Grammar, and Word Study in Context",1,Launch and diagnostic: multisyllabic decoding,Launch and diagnostic,multisyllabic decoding,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l02,ma-g5-english-language-arts,5,english-language-arts,128,8,"Language, Grammar, and Word Study in Context",2,Concept model A: sentence completeness,Concept model A,sentence completeness,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l03,ma-g5-english-language-arts,5,english-language-arts,129,8,"Language, Grammar, and Word Study in Context",3,Guided practice A: verb tense consistency,Guided practice A,verb tense consistency,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l04,ma-g5-english-language-arts,5,english-language-arts,130,8,"Language, Grammar, and Word Study in Context",4,Independent application A: punctuation and spelling,Independent application A,punctuation and spelling,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l05,ma-g5-english-language-arts,5,english-language-arts,131,8,"Language, Grammar, and Word Study in Context",5,Concept model B: roots and affixes,Concept model B,roots and affixes,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l06,ma-g5-english-language-arts,5,english-language-arts,132,8,"Language, Grammar, and Word Study in Context",6,Guided practice B: word relationships and nuance,Guided practice B,word relationships and nuance,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l07,ma-g5-english-language-arts,5,english-language-arts,133,8,"Language, Grammar, and Word Study in Context",7,Investigation or close reading: multisyllabic decoding,Investigation or close reading,multisyllabic decoding,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l08,ma-g5-english-language-arts,5,english-language-arts,134,8,"Language, Grammar, and Word Study in Context",8,Reteach and varied practice: sentence completeness,Reteach and varied practice,sentence completeness,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l09,ma-g5-english-language-arts,5,english-language-arts,135,8,"Language, Grammar, and Word Study in Context",9,Concept model C: verb tense consistency,Concept model C,verb tense consistency,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l10,ma-g5-english-language-arts,5,english-language-arts,136,8,"Language, Grammar, and Word Study in Context",10,Discussion or problem seminar: punctuation and spelling,Discussion or problem seminar,punctuation and spelling,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l11,ma-g5-english-language-arts,5,english-language-arts,137,8,"Language, Grammar, and Word Study in Context",11,Performance task planning: roots and affixes,Performance task planning,roots and affixes,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l12,ma-g5-english-language-arts,5,english-language-arts,138,8,"Language, Grammar, and Word Study in Context",12,Performance task build: word relationships and nuance,Performance task build,word relationships and nuance,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l13,ma-g5-english-language-arts,5,english-language-arts,139,8,"Language, Grammar, and Word Study in Context",13,Skill consolidation: multisyllabic decoding,Skill consolidation,multisyllabic decoding,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l14,ma-g5-english-language-arts,5,english-language-arts,140,8,"Language, Grammar, and Word Study in Context",14,Transfer challenge: sentence completeness,Transfer challenge,sentence completeness,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l15,ma-g5-english-language-arts,5,english-language-arts,141,8,"Language, Grammar, and Word Study in Context",15,Assessment preparation: verb tense consistency,Assessment preparation,verb tense consistency,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l16,ma-g5-english-language-arts,5,english-language-arts,142,8,"Language, Grammar, and Word Study in Context",16,Unit assessment: punctuation and spelling,Unit assessment,punctuation and spelling,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l17,ma-g5-english-language-arts,5,english-language-arts,143,8,"Language, Grammar, and Word Study in Context",17,Targeted correction: roots and affixes,Targeted correction,roots and affixes,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u08-l18,ma-g5-english-language-arts,5,english-language-arts,144,8,"Language, Grammar, and Word Study in Context",18,"Publication, presentation, or reflection: word relationships and nuance","Publication, presentation, or reflection",word relationships and nuance,5.RF.3;5.L.1;5.L.2;5.L.4;5.L.5;5.L.6
ma-g5-english-language-arts-u09-l01,ma-g5-english-language-arts,5,english-language-arts,145,9,Book Clubs and Literary Analysis,1,Launch and diagnostic: sustained reading,Launch and diagnostic,sustained reading,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l02,ma-g5-english-language-arts,5,english-language-arts,146,9,Book Clubs and Literary Analysis,2,Concept model A: discussion preparation,Concept model A,discussion preparation,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l03,ma-g5-english-language-arts,5,english-language-arts,147,9,Book Clubs and Literary Analysis,3,Guided practice A: theme across chapters,Guided practice A,theme across chapters,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l04,ma-g5-english-language-arts,5,english-language-arts,148,9,Book Clubs and Literary Analysis,4,Independent application A: character development,Independent application A,character development,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l05,ma-g5-english-language-arts,5,english-language-arts,149,9,Book Clubs and Literary Analysis,5,Concept model B: quoting evidence,Concept model B,quoting evidence,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l06,ma-g5-english-language-arts,5,english-language-arts,150,9,Book Clubs and Literary Analysis,6,Guided practice B: literary response writing,Guided practice B,literary response writing,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l07,ma-g5-english-language-arts,5,english-language-arts,151,9,Book Clubs and Literary Analysis,7,Investigation or close reading: sustained reading,Investigation or close reading,sustained reading,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l08,ma-g5-english-language-arts,5,english-language-arts,152,9,Book Clubs and Literary Analysis,8,Reteach and varied practice: discussion preparation,Reteach and varied practice,discussion preparation,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l09,ma-g5-english-language-arts,5,english-language-arts,153,9,Book Clubs and Literary Analysis,9,Concept model C: theme across chapters,Concept model C,theme across chapters,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l10,ma-g5-english-language-arts,5,english-language-arts,154,9,Book Clubs and Literary Analysis,10,Discussion or problem seminar: character development,Discussion or problem seminar,character development,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l11,ma-g5-english-language-arts,5,english-language-arts,155,9,Book Clubs and Literary Analysis,11,Performance task planning: quoting evidence,Performance task planning,quoting evidence,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l12,ma-g5-english-language-arts,5,english-language-arts,156,9,Book Clubs and Literary Analysis,12,Performance task build: literary response writing,Performance task build,literary response writing,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l13,ma-g5-english-language-arts,5,english-language-arts,157,9,Book Clubs and Literary Analysis,13,Skill consolidation: sustained reading,Skill consolidation,sustained reading,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l14,ma-g5-english-language-arts,5,english-language-arts,158,9,Book Clubs and Literary Analysis,14,Transfer challenge: discussion preparation,Transfer challenge,discussion preparation,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l15,ma-g5-english-language-arts,5,english-language-arts,159,9,Book Clubs and Literary Analysis,15,Assessment preparation: theme across chapters,Assessment preparation,theme across chapters,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l16,ma-g5-english-language-arts,5,english-language-arts,160,9,Book Clubs and Literary Analysis,16,Unit assessment: character development,Unit assessment,character development,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l17,ma-g5-english-language-arts,5,english-language-arts,161,9,Book Clubs and Literary Analysis,17,Targeted correction: quoting evidence,Targeted correction,quoting evidence,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u09-l18,ma-g5-english-language-arts,5,english-language-arts,162,9,Book Clubs and Literary Analysis,18,"Publication, presentation, or reflection: literary response writing","Publication, presentation, or reflection",literary response writing,5.RL.1;5.RL.2;5.RL.3;5.RL.6;5.W.9;5.SL.1
ma-g5-english-language-arts-u10-l01,ma-g5-english-language-arts,5,english-language-arts,163,10,Publication and Communication Capstone,1,Launch and diagnostic: selecting strong work,Launch and diagnostic,selecting strong work,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l02,ma-g5-english-language-arts,5,english-language-arts,164,10,Publication and Communication Capstone,2,Concept model A: substantive revision,Concept model A,substantive revision,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l03,ma-g5-english-language-arts,5,english-language-arts,165,10,Publication and Communication Capstone,3,Guided practice A: editing conventions,Guided practice A,editing conventions,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l04,ma-g5-english-language-arts,5,english-language-arts,166,10,Publication and Communication Capstone,4,Independent application A: visual and audio supports,Independent application A,visual and audio supports,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l05,ma-g5-english-language-arts,5,english-language-arts,167,10,Publication and Communication Capstone,5,Concept model B: presentation skills,Concept model B,presentation skills,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l06,ma-g5-english-language-arts,5,english-language-arts,168,10,Publication and Communication Capstone,6,Guided practice B: reflection and goal setting,Guided practice B,reflection and goal setting,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l07,ma-g5-english-language-arts,5,english-language-arts,169,10,Publication and Communication Capstone,7,Investigation or close reading: selecting strong work,Investigation or close reading,selecting strong work,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l08,ma-g5-english-language-arts,5,english-language-arts,170,10,Publication and Communication Capstone,8,Reteach and varied practice: substantive revision,Reteach and varied practice,substantive revision,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l09,ma-g5-english-language-arts,5,english-language-arts,171,10,Publication and Communication Capstone,9,Concept model C: editing conventions,Concept model C,editing conventions,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l10,ma-g5-english-language-arts,5,english-language-arts,172,10,Publication and Communication Capstone,10,Discussion or problem seminar: visual and audio supports,Discussion or problem seminar,visual and audio supports,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l11,ma-g5-english-language-arts,5,english-language-arts,173,10,Publication and Communication Capstone,11,Performance task planning: presentation skills,Performance task planning,presentation skills,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l12,ma-g5-english-language-arts,5,english-language-arts,174,10,Publication and Communication Capstone,12,Performance task build: reflection and goal setting,Performance task build,reflection and goal setting,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l13,ma-g5-english-language-arts,5,english-language-arts,175,10,Publication and Communication Capstone,13,Skill consolidation: selecting strong work,Skill consolidation,selecting strong work,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l14,ma-g5-english-language-arts,5,english-language-arts,176,10,Publication and Communication Capstone,14,Transfer challenge: substantive revision,Transfer challenge,substantive revision,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l15,ma-g5-english-language-arts,5,english-language-arts,177,10,Publication and Communication Capstone,15,Assessment preparation: editing conventions,Assessment preparation,editing conventions,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l16,ma-g5-english-language-arts,5,english-language-arts,178,10,Publication and Communication Capstone,16,Unit assessment: visual and audio supports,Unit assessment,visual and audio supports,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l17,ma-g5-english-language-arts,5,english-language-arts,179,10,Publication and Communication Capstone,17,Targeted correction: presentation skills,Targeted correction,presentation skills,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-english-language-arts-u10-l18,ma-g5-english-language-arts,5,english-language-arts,180,10,Publication and Communication Capstone,18,"Publication, presentation, or reflection: reflection and goal setting","Publication, presentation, or reflection",reflection and goal setting,5.RL.10;5.RI.10;5.W.4;5.W.5;5.W.6;5.SL.4;5.SL.5;5.L.1
ma-g5-science-u01-l01,ma-g5-science,5,science,1,1,Science and Engineering Practices,1,Launch and diagnostic: observable phenomena,Launch and diagnostic,observable phenomena,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l02,ma-g5-science,5,science,2,1,Science and Engineering Practices,2,Concept model A: testable questions,Concept model A,testable questions,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l03,ma-g5-science,5,science,3,1,Science and Engineering Practices,3,Guided practice A: models and diagrams,Guided practice A,models and diagrams,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l04,ma-g5-science,5,science,4,1,Science and Engineering Practices,4,Independent application A: fair tests,Independent application A,fair tests,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l05,ma-g5-science,5,science,5,1,Science and Engineering Practices,5,Concept model B: measurement and data tables,Concept model B,measurement and data tables,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l06,ma-g5-science,5,science,6,1,Science and Engineering Practices,6,Guided practice B: criteria and constraints,Guided practice B,criteria and constraints,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l07,ma-g5-science,5,science,7,1,Science and Engineering Practices,7,Investigation or close reading: observable phenomena,Investigation or close reading,observable phenomena,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l08,ma-g5-science,5,science,8,1,Science and Engineering Practices,8,Reteach and varied practice: testable questions,Reteach and varied practice,testable questions,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l09,ma-g5-science,5,science,9,1,Science and Engineering Practices,9,Performance task build: models and diagrams,Performance task build,models and diagrams,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l10,ma-g5-science,5,science,10,1,Science and Engineering Practices,10,Synthesis and review: fair tests,Synthesis and review,fair tests,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l11,ma-g5-science,5,science,11,1,Science and Engineering Practices,11,Unit assessment: measurement and data tables,Unit assessment,measurement and data tables,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u01-l12,ma-g5-science,5,science,12,1,Science and Engineering Practices,12,Correction and reflection: criteria and constraints,Correction and reflection,criteria and constraints,3-5-ETS1-1;3-5-ETS1-2;3-5-ETS1-3
ma-g5-science-u02-l01,ma-g5-science,5,science,13,2,Properties of Matter,1,Launch and diagnostic: particles and matter models,Launch and diagnostic,particles and matter models,5-PS1-1;5-PS1-3
ma-g5-science-u02-l02,ma-g5-science,5,science,14,2,Properties of Matter,2,Concept model A: observable properties,Concept model A,observable properties,5-PS1-1;5-PS1-3
ma-g5-science-u02-l03,ma-g5-science,5,science,15,2,Properties of Matter,3,Guided practice A: mass and volume,Guided practice A,mass and volume,5-PS1-1;5-PS1-3
ma-g5-science-u02-l04,ma-g5-science,5,science,16,2,Properties of Matter,4,Independent application A: identifying materials,Independent application A,identifying materials,5-PS1-1;5-PS1-3
ma-g5-science-u02-l05,ma-g5-science,5,science,17,2,Properties of Matter,5,Concept model B: mixtures,Concept model B,mixtures,5-PS1-1;5-PS1-3
ma-g5-science-u02-l06,ma-g5-science,5,science,18,2,Properties of Matter,6,Guided practice B: measurement precision,Guided practice B,measurement precision,5-PS1-1;5-PS1-3
ma-g5-science-u02-l07,ma-g5-science,5,science,19,2,Properties of Matter,7,Investigation or close reading: particles and matter models,Investigation or close reading,particles and matter models,5-PS1-1;5-PS1-3
ma-g5-science-u02-l08,ma-g5-science,5,science,20,2,Properties of Matter,8,Reteach and varied practice: observable properties,Reteach and varied practice,observable properties,5-PS1-1;5-PS1-3
ma-g5-science-u02-l09,ma-g5-science,5,science,21,2,Properties of Matter,9,Performance task build: mass and volume,Performance task build,mass and volume,5-PS1-1;5-PS1-3
ma-g5-science-u02-l10,ma-g5-science,5,science,22,2,Properties of Matter,10,Synthesis and review: identifying materials,Synthesis and review,identifying materials,5-PS1-1;5-PS1-3
ma-g5-science-u02-l11,ma-g5-science,5,science,23,2,Properties of Matter,11,Unit assessment: mixtures,Unit assessment,mixtures,5-PS1-1;5-PS1-3
ma-g5-science-u02-l12,ma-g5-science,5,science,24,2,Properties of Matter,12,Correction and reflection: measurement precision,Correction and reflection,measurement precision,5-PS1-1;5-PS1-3
ma-g5-science-u03-l01,ma-g5-science,5,science,25,3,Changes and Conservation of Matter,1,Launch and diagnostic: physical changes,Launch and diagnostic,physical changes,5-PS1-2;5-PS1-4
ma-g5-science-u03-l02,ma-g5-science,5,science,26,3,Changes and Conservation of Matter,2,Concept model A: mixing substances,Concept model A,mixing substances,5-PS1-2;5-PS1-4
ma-g5-science-u03-l03,ma-g5-science,5,science,27,3,Changes and Conservation of Matter,3,Guided practice A: signs of chemical change,Guided practice A,signs of chemical change,5-PS1-2;5-PS1-4
ma-g5-science-u03-l04,ma-g5-science,5,science,28,3,Changes and Conservation of Matter,4,Independent application A: conservation of mass,Independent application A,conservation of mass,5-PS1-2;5-PS1-4
ma-g5-science-u03-l05,ma-g5-science,5,science,29,3,Changes and Conservation of Matter,5,Concept model B: open and closed systems,Concept model B,open and closed systems,5-PS1-2;5-PS1-4
ma-g5-science-u03-l06,ma-g5-science,5,science,30,3,Changes and Conservation of Matter,6,Guided practice B: evidence from measurements,Guided practice B,evidence from measurements,5-PS1-2;5-PS1-4
ma-g5-science-u03-l07,ma-g5-science,5,science,31,3,Changes and Conservation of Matter,7,Investigation or close reading: physical changes,Investigation or close reading,physical changes,5-PS1-2;5-PS1-4
ma-g5-science-u03-l08,ma-g5-science,5,science,32,3,Changes and Conservation of Matter,8,Reteach and varied practice: mixing substances,Reteach and varied practice,mixing substances,5-PS1-2;5-PS1-4
ma-g5-science-u03-l09,ma-g5-science,5,science,33,3,Changes and Conservation of Matter,9,Performance task build: signs of chemical change,Performance task build,signs of chemical change,5-PS1-2;5-PS1-4
ma-g5-science-u03-l10,ma-g5-science,5,science,34,3,Changes and Conservation of Matter,10,Synthesis and review: conservation of mass,Synthesis and review,conservation of mass,5-PS1-2;5-PS1-4
ma-g5-science-u03-l11,ma-g5-science,5,science,35,3,Changes and Conservation of Matter,11,Unit assessment: open and closed systems,Unit assessment,open and closed systems,5-PS1-2;5-PS1-4
ma-g5-science-u03-l12,ma-g5-science,5,science,36,3,Changes and Conservation of Matter,12,Correction and reflection: evidence from measurements,Correction and reflection,evidence from measurements,5-PS1-2;5-PS1-4
ma-g5-science-u04-l01,ma-g5-science,5,science,37,4,Energy in Food and Motion,1,Launch and diagnostic: energy from the sun,Launch and diagnostic,energy from the sun,5-PS3-1;5-PS2-1
ma-g5-science-u04-l02,ma-g5-science,5,science,38,4,Energy in Food and Motion,2,Concept model A: energy in food,Concept model A,energy in food,5-PS3-1;5-PS2-1
ma-g5-science-u04-l03,ma-g5-science,5,science,39,4,Energy in Food and Motion,3,Guided practice A: food webs and energy transfer,Guided practice A,food webs and energy transfer,5-PS3-1;5-PS2-1
ma-g5-science-u04-l04,ma-g5-science,5,science,40,4,Energy in Food and Motion,4,Independent application A: gravity,Independent application A,gravity,5-PS3-1;5-PS2-1
ma-g5-science-u04-l05,ma-g5-science,5,science,41,4,Energy in Food and Motion,5,Concept model B: motion observations,Concept model B,motion observations,5-PS3-1;5-PS2-1
ma-g5-science-u04-l06,ma-g5-science,5,science,42,4,Energy in Food and Motion,6,Guided practice B: cause and effect,Guided practice B,cause and effect,5-PS3-1;5-PS2-1
ma-g5-science-u04-l07,ma-g5-science,5,science,43,4,Energy in Food and Motion,7,Investigation or close reading: energy from the sun,Investigation or close reading,energy from the sun,5-PS3-1;5-PS2-1
ma-g5-science-u04-l08,ma-g5-science,5,science,44,4,Energy in Food and Motion,8,Reteach and varied practice: energy in food,Reteach and varied practice,energy in food,5-PS3-1;5-PS2-1
ma-g5-science-u04-l09,ma-g5-science,5,science,45,4,Energy in Food and Motion,9,Performance task build: food webs and energy transfer,Performance task build,food webs and energy transfer,5-PS3-1;5-PS2-1
