assessment_ref,course_ref,grade,state,response_mode,task_count,task_kinds,metadata_ref_present,learner_material_ref,ready,answer_material_included,embedded_science_brief_or_bound_data,adult_authority_kind,adult_completion_authority_present,assessor_boundary
ma-hs12-earth-space-environmental-u06-assessment,ma-g12-science,12,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs12-earth-space-environmental/student-sheets/ma-hs12-earth-space-environmental-u06-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs12-earth-space-environmental-u07-assessment,ma-g12-science,12,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs12-earth-space-environmental/student-sheets/ma-hs12-earth-space-environmental-u07-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs12-earth-space-environmental-u08-assessment,ma-g12-science,12,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs12-earth-space-environmental/student-sheets/ma-hs12-earth-space-environmental-u08-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs12-earth-space-environmental-u09-assessment,ma-g12-science,12,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs12-earth-space-environmental/student-sheets/ma-hs12-earth-space-environmental-u09-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u01-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u01-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u02-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u02-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u03-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u03-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u04-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u04-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u05-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u05-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u06-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u06-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u07-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u07-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u08-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u08-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
ma-hs9-biology-u09-assessment,ma-g9-science,9,BOUND,investigation-data-and-evidence,6,safety-read-this-before-you-touch-anything|your-data-sheet|if-you-are-not-doing-the-hands-on-activity|analysis-questions|how-this-is-scored|if-you-get-stuck,False,repo:curriculum-production/final/science/packages/ma-hs9-biology/student-sheets/ma-hs9-biology-u09-l11.md,True,False,False,restricted-adult-assessment-authority,False,INJECTED_PRODUCTION_ASSESSOR
