lesson_id,course_id,grade,subject,unit_number,course_day,day_in_unit,phase,title
ma-g3-english-language-arts-u10-l08,ma-g3-english-language-arts,3,english-language-arts,10,170,8,Guided practice B,Guided practice B: replacing told feelings with shown actions and words
ma-g3-english-language-arts-u10-l09,ma-g3-english-language-arts,3,english-language-arts,10,171,9,Shared close reading,Shared close reading: reading a published narrative for closure and last lines
ma-g3-english-language-arts-u10-l10,ma-g3-english-language-arts,3,english-language-arts,10,172,10,Reteach and varied practice,"Reteach and varied practice: repairing sequences that jump, repeat, or stop without closure"
ma-g3-english-language-arts-u10-l11,ma-g3-english-language-arts,3,english-language-arts,10,173,11,Vocabulary and language study,Vocabulary and language study: temporal words and phrases that keep a reader oriented
ma-g3-english-language-arts-u10-l12,ma-g3-english-language-arts,3,english-language-arts,10,174,12,Writing plan and draft,"Writing plan and draft: planning the portfolio: selection, order, and reflection prompts"
ma-g3-english-language-arts-u10-l13,ma-g3-english-language-arts,3,english-language-arts,10,175,13,Writing revise and edit,"Writing revise and edit: revising the narrative, then editing grammar and end punctuation"
ma-g3-english-language-arts-u10-l14,ma-g3-english-language-arts,3,english-language-arts,10,176,14,Talk and listening practice,"Talk and listening practice: presenting one portfolio piece aloud, in print, or privately"
ma-g3-english-language-arts-u10-l15,ma-g3-english-language-arts,3,english-language-arts,10,177,15,Skill consolidation and retrieval,Skill consolidation and retrieval: retrieving the year's reading and writing moves in one sitting
ma-g3-english-language-arts-u10-l16,ma-g3-english-language-arts,3,english-language-arts,10,178,16,Transfer to a new text,Transfer to a new text: reading an unfamiliar grade-level text and responding in writing
ma-g3-english-language-arts-u10-l17,ma-g3-english-language-arts,3,english-language-arts,10,179,17,Unit assessment,Unit assessment: unit evidence: an independently written narrative and reflection
ma-g3-english-language-arts-u10-l18,ma-g3-english-language-arts,3,english-language-arts,10,180,18,"Correction, publication, and reflection","Correction, publication, and reflection: correcting one section and publishing the year-end portfolio"
ma-g3-science-u01-l01,ma-g3-science,3,science,1,1,1,Launch and diagnostic,Launch and diagnostic: careful observations
ma-g3-science-u01-l02,ma-g3-science,3,science,1,2,2,Concept model A,Concept model A: testable questions
ma-g3-science-u01-l03,ma-g3-science,3,science,1,3,3,Guided practice A,Guided practice A: models and drawings
ma-g3-science-u01-l04,ma-g3-science,3,science,1,4,4,Independent application A,Independent application A: fair tests
ma-g3-science-u01-l05,ma-g3-science,3,science,1,5,5,Concept model B,Concept model B: measuring and recording data
ma-g3-science-u01-l06,ma-g3-science,3,science,1,6,6,Guided practice B,Guided practice B: criteria and constraints
ma-g3-science-u01-l07,ma-g3-science,3,science,1,7,7,Investigation or close reading,Investigation or close reading: careful observations
ma-g3-science-u01-l08,ma-g3-science,3,science,1,8,8,Reteach and varied practice,Reteach and varied practice: testable questions
ma-g3-science-u01-l09,ma-g3-science,3,science,1,9,9,Performance task build,Performance task build: models and drawings
ma-g3-science-u01-l10,ma-g3-science,3,science,1,10,10,Synthesis and review,Synthesis and review: fair tests
ma-g3-science-u01-l11,ma-g3-science,3,science,1,11,11,Unit assessment,Unit assessment: measuring and recording data
ma-g3-science-u01-l12,ma-g3-science,3,science,1,12,12,Correction and reflection,Correction and reflection: criteria and constraints
ma-g3-science-u02-l01,ma-g3-science,3,science,2,13,1,Launch and diagnostic,Launch and diagnostic: pushes and pulls
ma-g3-science-u02-l02,ma-g3-science,3,science,2,14,2,Concept model A,Concept model A: balanced and unbalanced forces
ma-g3-science-u02-l03,ma-g3-science,3,science,2,15,3,Guided practice A,Guided practice A: patterns in motion
ma-g3-science-u02-l04,ma-g3-science,3,science,2,16,4,Independent application A,Independent application A: predicting motion
ma-g3-science-u02-l05,ma-g3-science,3,science,2,17,5,Concept model B,Concept model B: measuring distance and time
ma-g3-science-u02-l06,ma-g3-science,3,science,2,18,6,Guided practice B,Guided practice B: friction and surfaces
ma-g3-science-u02-l07,ma-g3-science,3,science,2,19,7,Investigation or close reading,Investigation or close reading: pushes and pulls
ma-g3-science-u02-l08,ma-g3-science,3,science,2,20,8,Reteach and varied practice,Reteach and varied practice: balanced and unbalanced forces
ma-g3-science-u02-l09,ma-g3-science,3,science,2,21,9,Performance task build,Performance task build: patterns in motion
ma-g3-science-u02-l10,ma-g3-science,3,science,2,22,10,Synthesis and review,Synthesis and review: predicting motion
ma-g3-science-u02-l11,ma-g3-science,3,science,2,23,11,Unit assessment,Unit assessment: measuring distance and time
ma-g3-science-u02-l12,ma-g3-science,3,science,2,24,12,Correction and reflection,Correction and reflection: friction and surfaces
ma-g3-science-u03-l01,ma-g3-science,3,science,3,25,1,Launch and diagnostic,Launch and diagnostic: magnetic attraction and repulsion
ma-g3-science-u03-l02,ma-g3-science,3,science,3,26,2,Concept model A,Concept model A: magnet poles
ma-g3-science-u03-l03,ma-g3-science,3,science,3,27,3,Guided practice A,Guided practice A: forces without contact
ma-g3-science-u03-l04,ma-g3-science,3,science,3,28,4,Independent application A,Independent application A: static electric interactions
ma-g3-science-u03-l05,ma-g3-science,3,science,3,29,5,Concept model B,Concept model B: cause and effect
ma-g3-science-u03-l06,ma-g3-science,3,science,3,30,6,Guided practice B,Guided practice B: solving a problem with magnets
ma-g3-science-u03-l07,ma-g3-science,3,science,3,31,7,Investigation or close reading,Investigation or close reading: magnetic attraction and repulsion
ma-g3-science-u03-l08,ma-g3-science,3,science,3,32,8,Reteach and varied practice,Reteach and varied practice: magnet poles
ma-g3-science-u03-l09,ma-g3-science,3,science,3,33,9,Performance task build,Performance task build: forces without contact
ma-g3-science-u03-l10,ma-g3-science,3,science,3,34,10,Synthesis and review,Synthesis and review: static electric interactions
ma-g3-science-u03-l11,ma-g3-science,3,science,3,35,11,Unit assessment,Unit assessment: cause and effect
ma-g3-science-u03-l12,ma-g3-science,3,science,3,36,12,Correction and reflection,Correction and reflection: solving a problem with magnets
ma-g3-science-u04-l01,ma-g3-science,3,science,4,37,1,Launch and diagnostic,"Launch and diagnostic: birth, growth, reproduction, and death"
ma-g3-science-u04-l02,ma-g3-science,3,science,4,38,2,Concept model A,Concept model A: plant life cycles
ma-g3-science-u04-l03,ma-g3-science,3,science,4,39,3,Guided practice A,Guided practice A: insect life cycles
ma-g3-science-u04-l04,ma-g3-science,3,science,4,40,4,Independent application A,Independent application A: comparing life cycles
ma-g3-science-u04-l05,ma-g3-science,3,science,4,41,5,Concept model B,Concept model B: modeling a life cycle
ma-g3-science-u04-l06,ma-g3-science,3,science,4,42,6,Guided practice B,Guided practice B: diverse but shared patterns
ma-g3-science-u04-l07,ma-g3-science,3,science,4,43,7,Investigation or close reading,"Investigation or close reading: birth, growth, reproduction, and death"
ma-g3-science-u04-l08,ma-g3-science,3,science,4,44,8,Reteach and varied practice,Reteach and varied practice: plant life cycles
ma-g3-science-u04-l09,ma-g3-science,3,science,4,45,9,Performance task build,Performance task build: insect life cycles
ma-g3-science-u04-l10,ma-g3-science,3,science,4,46,10,Synthesis and review,Synthesis and review: comparing life cycles
ma-g3-science-u04-l11,ma-g3-science,3,science,4,47,11,Unit assessment,Unit assessment: modeling a life cycle
ma-g3-science-u04-l12,ma-g3-science,3,science,4,48,12,Correction and reflection,Correction and reflection: diverse but shared patterns
ma-g3-science-u05-l01,ma-g3-science,3,science,5,49,1,Launch and diagnostic,Launch and diagnostic: inherited traits
ma-g3-science-u05-l02,ma-g3-science,3,science,5,50,2,Concept model A,Concept model A: variation within a group
ma-g3-science-u05-l03,ma-g3-science,3,science,5,51,3,Guided practice A,Guided practice A: comparing parents and offspring
ma-g3-science-u05-l04,ma-g3-science,3,science,5,52,4,Independent application A,Independent application A: traits influenced by environment
ma-g3-science-u05-l05,ma-g3-science,3,science,5,53,5,Concept model B,Concept model B: reading trait data
ma-g3-science-u05-l06,ma-g3-science,3,science,5,54,6,Guided practice B,Guided practice B: evidence from observation
ma-g3-science-u05-l07,ma-g3-science,3,science,5,55,7,Investigation or close reading,Investigation or close reading: inherited traits
ma-g3-science-u05-l08,ma-g3-science,3,science,5,56,8,Reteach and varied practice,Reteach and varied practice: variation within a group
ma-g3-science-u05-l09,ma-g3-science,3,science,5,57,9,Performance task build,Performance task build: comparing parents and offspring
ma-g3-science-u05-l10,ma-g3-science,3,science,5,58,10,Synthesis and review,Synthesis and review: traits influenced by environment
ma-g3-science-u05-l11,ma-g3-science,3,science,5,59,11,Unit assessment,Unit assessment: reading trait data
ma-g3-science-u05-l12,ma-g3-science,3,science,5,60,12,Correction and reflection,Correction and reflection: evidence from observation
ma-g3-science-u06-l01,ma-g3-science,3,science,6,61,1,Launch and diagnostic,Launch and diagnostic: animal groups
ma-g3-science-u06-l02,ma-g3-science,3,science,6,62,2,Concept model A,Concept model A: benefits of living in groups
ma-g3-science-u06-l03,ma-g3-science,3,science,6,63,3,Guided practice A,Guided practice A: habitat needs
ma-g3-science-u06-l04,ma-g3-science,3,science,6,64,4,Independent application A,Independent application A: surviving well or less well
ma-g3-science-u06-l05,ma-g3-science,3,science,6,65,5,Concept model B,Concept model B: constructing an argument
ma-g3-science-u06-l06,ma-g3-science,3,science,6,66,6,Guided practice B,Guided practice B: evidence for a survival claim
ma-g3-science-u06-l07,ma-g3-science,3,science,6,67,7,Investigation or close reading,Investigation or close reading: animal groups
ma-g3-science-u06-l08,ma-g3-science,3,science,6,68,8,Reteach and varied practice,Reteach and varied practice: benefits of living in groups
ma-g3-science-u06-l09,ma-g3-science,3,science,6,69,9,Performance task build,Performance task build: habitat needs
ma-g3-science-u06-l10,ma-g3-science,3,science,6,70,10,Synthesis and review,Synthesis and review: surviving well or less well
ma-g3-science-u06-l11,ma-g3-science,3,science,6,71,11,Unit assessment,Unit assessment: constructing an argument
ma-g3-science-u06-l12,ma-g3-science,3,science,6,72,12,Correction and reflection,Correction and reflection: evidence for a survival claim
ma-g3-science-u07-l01,ma-g3-science,3,science,7,73,1,Launch and diagnostic,Launch and diagnostic: what fossils are
ma-g3-science-u07-l02,ma-g3-science,3,science,7,74,2,Concept model A,Concept model A: reading rock layers
ma-g3-science-u07-l03,ma-g3-science,3,science,7,75,3,Guided practice A,Guided practice A: fossil evidence
ma-g3-science-u07-l04,ma-g3-science,3,science,7,76,4,Independent application A,Independent application A: environments long ago
ma-g3-science-u07-l05,ma-g3-science,3,science,7,77,5,Concept model B,Concept model B: comparing past and present
ma-g3-science-u07-l06,ma-g3-science,3,science,7,78,6,Guided practice B,Guided practice B: variation and advantage
ma-g3-science-u07-l07,ma-g3-science,3,science,7,79,7,Investigation or close reading,Investigation or close reading: what fossils are
ma-g3-science-u07-l08,ma-g3-science,3,science,7,80,8,Reteach and varied practice,Reteach and varied practice: reading rock layers
ma-g3-science-u07-l09,ma-g3-science,3,science,7,81,9,Performance task build,Performance task build: fossil evidence
ma-g3-science-u07-l10,ma-g3-science,3,science,7,82,10,Synthesis and review,Synthesis and review: environments long ago
ma-g3-science-u07-l11,ma-g3-science,3,science,7,83,11,Unit assessment,Unit assessment: comparing past and present
ma-g3-science-u07-l12,ma-g3-science,3,science,7,84,12,Correction and reflection,Correction and reflection: variation and advantage
ma-g3-science-u08-l01,ma-g3-science,3,science,8,85,1,Launch and diagnostic,Launch and diagnostic: daily weather data
ma-g3-science-u08-l02,ma-g3-science,3,science,8,86,2,Concept model A,Concept model A: tables and graphs
ma-g3-science-u08-l03,ma-g3-science,3,science,8,87,3,Guided practice A,Guided practice A: seasonal patterns
ma-g3-science-u08-l04,ma-g3-science,3,science,8,88,4,Independent application A,Independent application A: weather compared with climate
ma-g3-science-u08-l05,ma-g3-science,3,science,8,89,5,Concept model B,Concept model B: climates in different regions
ma-g3-science-u08-l06,ma-g3-science,3,science,8,90,6,Guided practice B,Guided practice B: combining information sources
ma-g3-science-u08-l07,ma-g3-science,3,science,8,91,7,Investigation or close reading,Investigation or close reading: daily weather data
ma-g3-science-u08-l08,ma-g3-science,3,science,8,92,8,Reteach and varied practice,Reteach and varied practice: tables and graphs
ma-g3-science-u08-l09,ma-g3-science,3,science,8,93,9,Performance task build,Performance task build: seasonal patterns
ma-g3-science-u08-l10,ma-g3-science,3,science,8,94,10,Synthesis and review,Synthesis and review: weather compared with climate
ma-g3-science-u08-l11,ma-g3-science,3,science,8,95,11,Unit assessment,Unit assessment: climates in different regions
ma-g3-science-u08-l12,ma-g3-science,3,science,8,96,12,Correction and reflection,Correction and reflection: combining information sources
ma-g3-science-u09-l01,ma-g3-science,3,science,9,97,1,Launch and diagnostic,Launch and diagnostic: weather-related hazards
ma-g3-science-u09-l02,ma-g3-science,3,science,9,98,2,Concept model A,Concept model A: habitat change
ma-g3-science-u09-l03,ma-g3-science,3,science,9,99,3,Guided practice A,Guided practice A: design criteria and constraints
ma-g3-science-u09-l04,ma-g3-science,3,science,9,100,4,Independent application A,Independent application A: comparing solutions
ma-g3-science-u09-l05,ma-g3-science,3,science,9,101,5,Concept model B,Concept model B: fair-testing a design
ma-g3-science-u09-l06,ma-g3-science,3,science,9,102,6,Guided practice B,Guided practice B: evidence-based claims
ma-g3-science-u09-l07,ma-g3-science,3,science,9,103,7,Investigation or close reading,Investigation or close reading: weather-related hazards
ma-g3-science-u09-l08,ma-g3-science,3,science,9,104,8,Reteach and varied practice,Reteach and varied practice: habitat change
ma-g3-science-u09-l09,ma-g3-science,3,science,9,105,9,Performance task build,Performance task build: design criteria and constraints
ma-g3-science-u09-l10,ma-g3-science,3,science,9,106,10,Synthesis and review,Synthesis and review: comparing solutions
ma-g3-science-u09-l11,ma-g3-science,3,science,9,107,11,Unit assessment,Unit assessment: fair-testing a design
ma-g3-science-u09-l12,ma-g3-science,3,science,9,108,12,Correction and reflection,Correction and reflection: evidence-based claims
ma-g3-social-studies-u01-l01,ma-g3-social-studies,3,social-studies,1,1,1,Launch and diagnostic,Launch and diagnostic: questions historians ask
ma-g3-social-studies-u01-l02,ma-g3-social-studies,3,social-studies,1,2,2,Concept model A,Concept model A: primary sources
ma-g3-social-studies-u01-l03,ma-g3-social-studies,3,social-studies,1,3,3,Guided practice A,Guided practice A: secondary sources
ma-g3-social-studies-u01-l04,ma-g3-social-studies,3,social-studies,1,4,4,Independent application A,Independent application A: evidence and inference
ma-g3-social-studies-u01-l05,ma-g3-social-studies,3,social-studies,1,5,5,Concept model B,Concept model B: cardinal directions
ma-g3-social-studies-u01-l06,ma-g3-social-studies,3,social-studies,1,6,6,Guided practice B,Guided practice B: describing relative location
ma-g3-social-studies-u01-l07,ma-g3-social-studies,3,social-studies,1,7,7,Investigation or close reading,Investigation or close reading: questions historians ask
ma-g3-social-studies-u01-l08,ma-g3-social-studies,3,social-studies,1,8,8,Reteach and varied practice,Reteach and varied practice: primary sources
ma-g3-social-studies-u01-l09,ma-g3-social-studies,3,social-studies,1,9,9,Performance task build,Performance task build: secondary sources
ma-g3-social-studies-u01-l10,ma-g3-social-studies,3,social-studies,1,10,10,Synthesis and review,Synthesis and review: evidence and inference
ma-g3-social-studies-u01-l11,ma-g3-social-studies,3,social-studies,1,11,11,Unit assessment,Unit assessment: cardinal directions
ma-g3-social-studies-u01-l12,ma-g3-social-studies,3,social-studies,1,12,12,Correction and reflection,Correction and reflection: describing relative location
ma-g3-social-studies-u02-l01,ma-g3-social-studies,3,social-studies,2,13,1,Launch and diagnostic,Launch and diagnostic: thematic maps
ma-g3-social-studies-u02-l02,ma-g3-social-studies,3,social-studies,2,14,2,Concept model A,Concept model A: physical characteristics
ma-g3-social-studies-u02-l03,ma-g3-social-studies,3,social-studies,2,15,3,Guided practice A,Guided practice A: human characteristics
ma-g3-social-studies-u02-l04,ma-g3-social-studies,3,social-studies,2,16,4,Independent application A,Independent application A: Michigan within North America
ma-g3-social-studies-u02-l05,ma-g3-social-studies,3,social-studies,2,17,5,Concept model B,Concept model B: continents and oceans
ma-g3-social-studies-u02-l06,ma-g3-social-studies,3,social-studies,2,18,6,Guided practice B,Guided practice B: dividing Michigan into regions
ma-g3-social-studies-u02-l07,ma-g3-social-studies,3,social-studies,2,19,7,Investigation or close reading,Investigation or close reading: thematic maps
ma-g3-social-studies-u02-l08,ma-g3-social-studies,3,social-studies,2,20,8,Reteach and varied practice,Reteach and varied practice: physical characteristics
ma-g3-social-studies-u02-l09,ma-g3-social-studies,3,social-studies,2,21,9,Performance task build,Performance task build: human characteristics
ma-g3-social-studies-u02-l10,ma-g3-social-studies,3,social-studies,2,22,10,Synthesis and review,Synthesis and review: Michigan within North America
ma-g3-social-studies-u02-l11,ma-g3-social-studies,3,social-studies,2,23,11,Unit assessment,Unit assessment: continents and oceans
ma-g3-social-studies-u02-l12,ma-g3-social-studies,3,social-studies,2,24,12,Correction and reflection,Correction and reflection: dividing Michigan into regions
ma-g3-social-studies-u03-l01,ma-g3-social-studies,3,social-studies,3,25,1,Launch and diagnostic,Launch and diagnostic: Michigan's natural resources
ma-g3-social-studies-u03-l02,ma-g3-social-studies,3,social-studies,3,26,2,Concept model A,Concept model A: consequences of resource use
ma-g3-social-studies-u03-l03,ma-g3-social-studies,3,social-studies,3,27,3,Guided practice A,Guided practice A: adapting to the environment
ma-g3-social-studies-u03-l04,ma-g3-social-studies,3,social-studies,3,28,4,Independent application A,Independent application A: modifying the environment
ma-g3-social-studies-u03-l05,ma-g3-social-studies,3,social-studies,3,29,5,Concept model B,Concept model B: push and pull factors
ma-g3-social-studies-u03-l06,ma-g3-social-studies,3,social-studies,3,30,6,Guided practice B,"Guided practice B: movement of goods, people, and jobs"
ma-g3-social-studies-u03-l07,ma-g3-social-studies,3,social-studies,3,31,7,Investigation or close reading,Investigation or close reading: Michigan's natural resources
ma-g3-social-studies-u03-l08,ma-g3-social-studies,3,social-studies,3,32,8,Reteach and varied practice,Reteach and varied practice: consequences of resource use
ma-g3-social-studies-u03-l09,ma-g3-social-studies,3,social-studies,3,33,9,Performance task build,Performance task build: adapting to the environment
ma-g3-social-studies-u03-l10,ma-g3-social-studies,3,social-studies,3,34,10,Synthesis and review,Synthesis and review: modifying the environment
ma-g3-social-studies-u03-l11,ma-g3-social-studies,3,social-studies,3,35,11,Unit assessment,Unit assessment: push and pull factors
ma-g3-social-studies-u03-l12,ma-g3-social-studies,3,social-studies,3,36,12,Correction and reflection,"Correction and reflection: movement of goods, people, and jobs"
ma-g3-social-studies-u04-l01,ma-g3-social-studies,3,social-studies,4,37,1,Launch and diagnostic,Launch and diagnostic: Anishinaabek homelands
ma-g3-social-studies-u04-l02,ma-g3-social-studies,3,social-studies,4,38,2,Concept model A,Concept model A: traditional stories and teachings
ma-g3-social-studies-u04-l03,ma-g3-social-studies,3,social-studies,4,39,3,Guided practice A,Guided practice A: ways of life and environment
ma-g3-social-studies-u04-l04,ma-g3-social-studies,3,social-studies,4,40,4,Independent application A,Independent application A: comparing interactions with the environment
ma-g3-social-studies-u04-l05,ma-g3-social-studies,3,social-studies,4,41,5,Concept model B,Concept model B: Indigenous Peoples in Michigan today
ma-g3-social-studies-u04-l06,ma-g3-social-studies,3,social-studies,4,42,6,Guided practice B,Guided practice B: tribal citizenship and treaty rights
ma-g3-social-studies-u04-l07,ma-g3-social-studies,3,social-studies,4,43,7,Investigation or close reading,Investigation or close reading: Anishinaabek homelands
ma-g3-social-studies-u04-l08,ma-g3-social-studies,3,social-studies,4,44,8,Reteach and varied practice,Reteach and varied practice: traditional stories and teachings
ma-g3-social-studies-u04-l09,ma-g3-social-studies,3,social-studies,4,45,9,Performance task build,Performance task build: ways of life and environment
ma-g3-social-studies-u04-l10,ma-g3-social-studies,3,social-studies,4,46,10,Synthesis and review,Synthesis and review: comparing interactions with the environment
ma-g3-social-studies-u04-l11,ma-g3-social-studies,3,social-studies,4,47,11,Unit assessment,Unit assessment: Indigenous Peoples in Michigan today
ma-g3-social-studies-u04-l12,ma-g3-social-studies,3,social-studies,4,48,12,Correction and reflection,Correction and reflection: tribal citizenship and treaty rights
ma-g3-social-studies-u05-l01,ma-g3-social-studies,3,social-studies,5,49,1,Launch and diagnostic,Launch and diagnostic: first European explorers
ma-g3-social-studies-u05-l02,ma-g3-social-studies,3,social-studies,5,50,2,Concept model A,Concept model A: interactions and exchange
ma-g3-social-studies-u05-l03,ma-g3-social-studies,3,social-studies,5,51,3,Guided practice A,Guided practice A: early settlements
ma-g3-social-studies-u05-l04,ma-g3-social-studies,3,social-studies,5,52,4,Independent application A,Independent application A: daily life before statehood
ma-g3-social-studies-u05-l05,ma-g3-social-studies,3,social-studies,5,53,5,Concept model B,Concept model B: actions of individuals
ma-g3-social-studies-u05-l06,ma-g3-social-studies,3,social-studies,5,54,6,Guided practice B,Guided practice B: constructing a narrative from sources
ma-g3-social-studies-u05-l07,ma-g3-social-studies,3,social-studies,5,55,7,Investigation or close reading,Investigation or close reading: first European explorers
ma-g3-social-studies-u05-l08,ma-g3-social-studies,3,social-studies,5,56,8,Reteach and varied practice,Reteach and varied practice: interactions and exchange
ma-g3-social-studies-u05-l09,ma-g3-social-studies,3,social-studies,5,57,9,Performance task build,Performance task build: early settlements
ma-g3-social-studies-u05-l10,ma-g3-social-studies,3,social-studies,5,58,10,Synthesis and review,Synthesis and review: daily life before statehood
ma-g3-social-studies-u05-l11,ma-g3-social-studies,3,social-studies,5,59,11,Unit assessment,Unit assessment: actions of individuals
ma-g3-social-studies-u05-l12,ma-g3-social-studies,3,social-studies,5,60,12,Correction and reflection,Correction and reflection: constructing a narrative from sources
ma-g3-social-studies-u06-l01,ma-g3-social-studies,3,social-studies,6,61,1,Launch and diagnostic,Launch and diagnostic: causal relationships
ma-g3-social-studies-u06-l02,ma-g3-social-studies,3,social-studies,6,62,2,Concept model A,Concept model A: the path to statehood
ma-g3-social-studies-u06-l03,ma-g3-social-studies,3,social-studies,6,63,3,Guided practice A,Guided practice A: major eras in early Michigan
ma-g3-social-studies-u06-l04,ma-g3-social-studies,3,social-studies,6,64,4,Independent application A,Independent application A: sequencing a timeline
ma-g3-social-studies-u06-l05,ma-g3-social-studies,3,social-studies,6,65,5,Concept model B,Concept model B: change over time
ma-g3-social-studies-u06-l06,ma-g3-social-studies,3,social-studies,6,66,6,Guided practice B,Guided practice B: weighing evidence
ma-g3-social-studies-u06-l07,ma-g3-social-studies,3,social-studies,6,67,7,Investigation or close reading,Investigation or close reading: causal relationships
ma-g3-social-studies-u06-l08,ma-g3-social-studies,3,social-studies,6,68,8,Reteach and varied practice,Reteach and varied practice: the path to statehood
ma-g3-social-studies-u06-l09,ma-g3-social-studies,3,social-studies,6,69,9,Performance task build,Performance task build: major eras in early Michigan
ma-g3-social-studies-u06-l10,ma-g3-social-studies,3,social-studies,6,70,10,Synthesis and review,Synthesis and review: sequencing a timeline
ma-g3-social-studies-u06-l11,ma-g3-social-studies,3,social-studies,6,71,11,Unit assessment,Unit assessment: change over time
ma-g3-social-studies-u06-l12,ma-g3-social-studies,3,social-studies,6,72,12,Correction and reflection,Correction and reflection: weighing evidence
ma-g3-social-studies-u07-l01,ma-g3-social-studies,3,social-studies,7,73,1,Launch and diagnostic,Launch and diagnostic: scarcity and choice
ma-g3-social-studies-u07-l02,ma-g3-social-studies,3,social-studies,7,74,2,Concept model A,Concept model A: opportunity cost
ma-g3-social-studies-u07-l03,ma-g3-social-studies,3,social-studies,7,75,3,Guided practice A,Guided practice A: incentives
ma-g3-social-studies-u07-l04,ma-g3-social-studies,3,social-studies,7,76,4,Independent application A,Independent application A: location and natural resources
ma-g3-social-studies-u07-l05,ma-g3-social-studies,3,social-studies,7,77,5,Concept model B,Concept model B: entrepreneurs and resources
ma-g3-social-studies-u07-l06,ma-g3-social-studies,3,social-studies,7,78,6,Guided practice B,Guided practice B: major economic activities in Michigan
ma-g3-social-studies-u07-l07,ma-g3-social-studies,3,social-studies,7,79,7,Investigation or close reading,Investigation or close reading: scarcity and choice
ma-g3-social-studies-u07-l08,ma-g3-social-studies,3,social-studies,7,80,8,Reteach and varied practice,Reteach and varied practice: opportunity cost
ma-g3-social-studies-u07-l09,ma-g3-social-studies,3,social-studies,7,81,9,Performance task build,Performance task build: incentives
ma-g3-social-studies-u07-l10,ma-g3-social-studies,3,social-studies,7,82,10,Synthesis and review,Synthesis and review: location and natural resources
ma-g3-social-studies-u07-l11,ma-g3-social-studies,3,social-studies,7,83,11,Unit assessment,Unit assessment: entrepreneurs and resources
ma-g3-social-studies-u07-l12,ma-g3-social-studies,3,social-studies,7,84,12,Correction and reflection,Correction and reflection: major economic activities in Michigan
ma-g3-social-studies-u08-l01,ma-g3-social-studies,3,social-studies,8,85,1,Launch and diagnostic,Launch and diagnostic: purposes of government
ma-g3-social-studies-u08-l02,ma-g3-social-studies,3,social-studies,8,86,2,Concept model A,Concept model A: representative government
ma-g3-social-studies-u08-l03,ma-g3-social-studies,3,social-studies,8,87,3,Guided practice A,"Guided practice A: tribal, state, and local roles"
ma-g3-social-studies-u08-l04,ma-g3-social-studies,3,social-studies,8,88,4,Independent application A,Independent application A: state goods and services and how they are funded
ma-g3-social-studies-u08-l05,ma-g3-social-studies,3,social-studies,8,89,5,Concept model B,Concept model B: three branches of state government
ma-g3-social-studies-u08-l06,ma-g3-social-studies,3,social-studies,8,90,6,Guided practice B,Guided practice B: how state courts resolve conflict
ma-g3-social-studies-u08-l07,ma-g3-social-studies,3,social-studies,8,91,7,Investigation or close reading,Investigation or close reading: the purpose of the Michigan Constitution
ma-g3-social-studies-u08-l08,ma-g3-social-studies,3,social-studies,8,92,8,Reteach and varied practice,Reteach and varied practice: rights and responsibilities of citizenship
ma-g3-social-studies-u08-l09,ma-g3-social-studies,3,social-studies,8,93,9,Performance task build,Performance task build: purposes of government
ma-g3-social-studies-u08-l10,ma-g3-social-studies,3,social-studies,8,94,10,Synthesis and review,Synthesis and review: representative government
ma-g3-social-studies-u08-l11,ma-g3-social-studies,3,social-studies,8,95,11,Unit assessment,"Unit assessment: tribal, state, and local roles"
ma-g3-social-studies-u08-l12,ma-g3-social-studies,3,social-studies,8,96,12,Correction and reflection,Correction and reflection: state goods and services and how they are funded
ma-g3-social-studies-u09-l01,ma-g3-social-studies,3,social-studies,9,97,1,Launch and diagnostic,Launch and diagnostic: specialization and interdependence
ma-g3-social-studies-u09-l02,ma-g3-social-studies,3,social-studies,9,98,2,Concept model A,Concept model A: products from other countries
ma-g3-social-studies-u09-l03,ma-g3-social-studies,3,social-studies,9,99,3,Guided practice A,Guided practice A: identifying a public issue
ma-g3-social-studies-u09-l04,ma-g3-social-studies,3,social-studies,9,100,4,Independent application A,Independent application A: analyzing data about an issue
ma-g3-social-studies-u09-l05,ma-g3-social-studies,3,social-studies,9,101,5,Concept model B,Concept model B: conflicts over democratic values
ma-g3-social-studies-u09-l06,ma-g3-social-studies,3,social-studies,9,102,6,Guided practice B,Guided practice B: stating and justifying a position
ma-g3-social-studies-u09-l07,ma-g3-social-studies,3,social-studies,9,103,7,Investigation or close reading,Investigation or close reading: planning an action
ma-g3-social-studies-u09-l08,ma-g3-social-studies,3,social-studies,9,104,8,Reteach and varied practice,Reteach and varied practice: informing others
ma-g3-social-studies-u09-l09,ma-g3-social-studies,3,social-studies,9,105,9,Performance task build,Performance task build: specialization and interdependence
ma-g3-social-studies-u09-l10,ma-g3-social-studies,3,social-studies,9,106,10,Synthesis and review,Synthesis and review: products from other countries
ma-g3-social-studies-u09-l11,ma-g3-social-studies,3,social-studies,9,107,11,Unit assessment,Unit assessment: identifying a public issue
ma-g3-social-studies-u09-l12,ma-g3-social-studies,3,social-studies,9,108,12,Correction and reflection,Correction and reflection: analyzing data about an issue
ma-g3-health-u01-l01,ma-g3-health,3,health,1,1,1,Launch and diagnostic,Launch and diagnostic: daily hygiene routines
ma-g3-health-u01-l02,ma-g3-health,3,health,1,2,2,Explicit model,Explicit model: handwashing and how germs spread
ma-g3-health-u01-l03,ma-g3-health,3,health,1,3,3,Guided practice,Guided practice: dental care
