lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g9-social-studies-u09-l07,ma-g9-social-studies,9,social-studies,103,9,America in a New Global Age,7,Investigation or close reading: globalization and the United States economy,Investigation or close reading,globalization and the United States economy,USHG 9.1.1;USHG 9.1.2;USHG 9.2.1;USHG 9.2.2;USHG 9.3.1;P3;P4
ma-g9-social-studies-u09-l08,ma-g9-social-studies,9,social-studies,104,9,America in a New Global Age,8,"Reteach and varied practice: domestic political realignment, religion in politics, and partisanship",Reteach and varied practice,"domestic political realignment, religion in politics, and partisanship",USHG 9.1.1;USHG 9.1.2;USHG 9.2.1;USHG 9.2.2;USHG 9.3.1;P3;P4
ma-g9-social-studies-u09-l09,ma-g9-social-studies,9,social-studies,105,9,America in a New Global Age,9,Performance task build: America's changing role in the world after the Cold War,Performance task build,America's changing role in the world after the Cold War,USHG 9.1.1;USHG 9.1.2;USHG 9.2.1;USHG 9.2.2;USHG 9.3.1;P3;P4
ma-g9-social-studies-u09-l10,ma-g9-social-studies,9,social-studies,106,9,America in a New Global Age,10,"Synthesis and review: September 11, 2001 and responses to terrorism",Synthesis and review,"September 11, 2001 and responses to terrorism",USHG 9.1.1;USHG 9.1.2;USHG 9.2.1;USHG 9.2.2;USHG 9.3.1;P3;P4
ma-g9-social-studies-u09-l11,ma-g9-social-studies,9,social-studies,107,9,America in a New Global Age,11,Unit assessment: contemporary policy debates,Unit assessment,contemporary policy debates,USHG 9.1.1;USHG 9.1.2;USHG 9.2.1;USHG 9.2.2;USHG 9.3.1;P3;P4
ma-g9-social-studies-u09-l12,ma-g9-social-studies,9,social-studies,108,9,America in a New Global Age,12,Correction and reflection: historical argument and public issues,Correction and reflection,historical argument and public issues,USHG 9.1.1;USHG 9.1.2;USHG 9.2.1;USHG 9.2.2;USHG 9.3.1;P3;P4
ma-g10-social-studies-u01-l01,ma-g10-social-studies,10,social-studies,1,1,Foundations of World Historical and Geographical Inquiry,1,Launch and diagnostic: framing questions and historical significance,Launch and diagnostic,framing questions and historical significance,WHG F1;P1;P2
ma-g10-social-studies-u01-l02,ma-g10-social-studies,10,social-studies,2,1,Foundations of World Historical and Geographical Inquiry,2,Concept model A: periodization schemes,Concept model A,periodization schemes,WHG F1;P1;P2
ma-g10-social-studies-u01-l03,ma-g10-social-studies,10,social-studies,3,1,Foundations of World Historical and Geographical Inquiry,3,Guided practice A: spatial frames and scale,Guided practice A,spatial frames and scale,WHG F1;P1;P2
ma-g10-social-studies-u01-l04,ma-g10-social-studies,10,social-studies,4,1,Foundations of World Historical and Geographical Inquiry,4,"Independent application A: change, continuity, and causation",Independent application A,"change, continuity, and causation",WHG F1;P1;P2
ma-g10-social-studies-u01-l05,ma-g10-social-studies,10,social-studies,5,1,Foundations of World Historical and Geographical Inquiry,5,Concept model B: sourcing and corroboration,Concept model B,sourcing and corroboration,WHG F1;P1;P2
ma-g10-social-studies-u01-l06,ma-g10-social-studies,10,social-studies,6,1,Foundations of World Historical and Geographical Inquiry,6,"Guided practice B: maps, graphs, and large-scale patterns",Guided practice B,"maps, graphs, and large-scale patterns",WHG F1;P1;P2
ma-g10-social-studies-u01-l07,ma-g10-social-studies,10,social-studies,7,1,Foundations of World Historical and Geographical Inquiry,7,Investigation or close reading: framing questions and historical significance,Investigation or close reading,framing questions and historical significance,WHG F1;P1;P2
ma-g10-social-studies-u01-l08,ma-g10-social-studies,10,social-studies,8,1,Foundations of World Historical and Geographical Inquiry,8,Reteach and varied practice: periodization schemes,Reteach and varied practice,periodization schemes,WHG F1;P1;P2
ma-g10-social-studies-u01-l09,ma-g10-social-studies,10,social-studies,9,1,Foundations of World Historical and Geographical Inquiry,9,Performance task build: spatial frames and scale,Performance task build,spatial frames and scale,WHG F1;P1;P2
ma-g10-social-studies-u01-l10,ma-g10-social-studies,10,social-studies,10,1,Foundations of World Historical and Geographical Inquiry,10,"Synthesis and review: change, continuity, and causation",Synthesis and review,"change, continuity, and causation",WHG F1;P1;P2
ma-g10-social-studies-u01-l11,ma-g10-social-studies,10,social-studies,11,1,Foundations of World Historical and Geographical Inquiry,11,Unit assessment: sourcing and corroboration,Unit assessment,sourcing and corroboration,WHG F1;P1;P2
ma-g10-social-studies-u01-l12,ma-g10-social-studies,10,social-studies,12,1,Foundations of World Historical and Geographical Inquiry,12,"Correction and reflection: maps, graphs, and large-scale patterns",Correction and reflection,"maps, graphs, and large-scale patterns",WHG F1;P1;P2
ma-g10-social-studies-u02-l01,ma-g10-social-studies,10,social-studies,13,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",1,Launch and diagnostic: growth and interactions of world religions,Launch and diagnostic,growth and interactions of world religions,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l02,ma-g10-social-studies,10,social-studies,14,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",2,Concept model A: intensifying trade networks and contacts,Concept model A,intensifying trade networks and contacts,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l03,ma-g10-social-studies,10,social-studies,15,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",3,Guided practice A: cross-cultural contact and exchange,Guided practice A,cross-cultural contact and exchange,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l04,ma-g10-social-studies,10,social-studies,16,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",4,Independent application A: movement of ideas and technologies,Independent application A,movement of ideas and technologies,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l05,ma-g10-social-studies,10,social-studies,17,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",5,"Concept model B: disease, environment, and society",Concept model B,"disease, environment, and society",WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l06,ma-g10-social-studies,10,social-studies,18,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",6,Guided practice B: comparing regional responses,Guided practice B,comparing regional responses,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l07,ma-g10-social-studies,10,social-studies,19,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",7,Investigation or close reading: growth and interactions of world religions,Investigation or close reading,growth and interactions of world religions,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l08,ma-g10-social-studies,10,social-studies,20,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",8,Reteach and varied practice: intensifying trade networks and contacts,Reteach and varied practice,intensifying trade networks and contacts,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l09,ma-g10-social-studies,10,social-studies,21,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",9,Performance task build: cross-cultural contact and exchange,Performance task build,cross-cultural contact and exchange,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l10,ma-g10-social-studies,10,social-studies,22,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",10,Synthesis and review: movement of ideas and technologies,Synthesis and review,movement of ideas and technologies,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l11,ma-g10-social-studies,10,social-studies,23,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",11,"Unit assessment: disease, environment, and society",Unit assessment,"disease, environment, and society",WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u02-l12,ma-g10-social-studies,10,social-studies,24,2,"Hemispheric Interactions: World Religions and Trade Networks, 300-1500 CE",12,Correction and reflection: comparing regional responses,Correction and reflection,comparing regional responses,WHG 4.1.1;WHG 4.1.2;P2
ma-g10-social-studies-u03-l01,ma-g10-social-studies,10,social-studies,25,3,"Dar al-Islam, the Mongols, and the Americas",1,Launch and diagnostic: growth of Islam and Dar al-Islam,Launch and diagnostic,growth of Islam and Dar al-Islam,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l02,ma-g10-social-studies,10,social-studies,26,3,"Dar al-Islam, the Mongols, and the Americas",2,Concept model A: Mongol unification of Eurasia,Concept model A,Mongol unification of Eurasia,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l03,ma-g10-social-studies,10,social-studies,27,3,"Dar al-Islam, the Mongols, and the Americas",3,Guided practice A: spheres of interaction in the Americas,Guided practice A,spheres of interaction in the Americas,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l04,ma-g10-social-studies,10,social-studies,28,3,"Dar al-Islam, the Mongols, and the Americas",4,"Independent application A: states, cities, and political organization",Independent application A,"states, cities, and political organization",WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l05,ma-g10-social-studies,10,social-studies,29,3,"Dar al-Islam, the Mongols, and the Americas",5,Concept model B: interregional exchange and its limits,Concept model B,interregional exchange and its limits,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l06,ma-g10-social-studies,10,social-studies,30,3,"Dar al-Islam, the Mongols, and the Americas",6,Guided practice B: comparing empires and networks,Guided practice B,comparing empires and networks,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l07,ma-g10-social-studies,10,social-studies,31,3,"Dar al-Islam, the Mongols, and the Americas",7,Investigation or close reading: growth of Islam and Dar al-Islam,Investigation or close reading,growth of Islam and Dar al-Islam,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l08,ma-g10-social-studies,10,social-studies,32,3,"Dar al-Islam, the Mongols, and the Americas",8,Reteach and varied practice: Mongol unification of Eurasia,Reteach and varied practice,Mongol unification of Eurasia,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l09,ma-g10-social-studies,10,social-studies,33,3,"Dar al-Islam, the Mongols, and the Americas",9,Performance task build: spheres of interaction in the Americas,Performance task build,spheres of interaction in the Americas,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l10,ma-g10-social-studies,10,social-studies,34,3,"Dar al-Islam, the Mongols, and the Americas",10,"Synthesis and review: states, cities, and political organization",Synthesis and review,"states, cities, and political organization",WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l11,ma-g10-social-studies,10,social-studies,35,3,"Dar al-Islam, the Mongols, and the Americas",11,Unit assessment: interregional exchange and its limits,Unit assessment,interregional exchange and its limits,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u03-l12,ma-g10-social-studies,10,social-studies,36,3,"Dar al-Islam, the Mongols, and the Americas",12,Correction and reflection: comparing empires and networks,Correction and reflection,comparing empires and networks,WHG 4.2.1;WHG 4.2.2;WHG 4.2.3;P1
ma-g10-social-studies-u04-l01,ma-g10-social-studies,10,social-studies,37,4,The Emergence of the First Global Age,1,Launch and diagnostic: emerging global systems of trade,Launch and diagnostic,emerging global systems of trade,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l02,ma-g10-social-studies,10,social-studies,38,4,The Emergence of the First Global Age,2,Concept model A: diffusion of world religions,Concept model A,diffusion of world religions,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l03,ma-g10-social-studies,10,social-studies,39,4,The Emergence of the First Global Age,3,Guided practice A: maritime technology and navigation,Guided practice A,maritime technology and navigation,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l04,ma-g10-social-studies,10,social-studies,40,4,The Emergence of the First Global Age,4,Independent application A: new maritime trade routes and commercial networks,Independent application A,new maritime trade routes and commercial networks,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l05,ma-g10-social-studies,10,social-studies,41,4,The Emergence of the First Global Age,5,Concept model B: changing patterns of power,Concept model B,changing patterns of power,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l06,ma-g10-social-studies,10,social-studies,42,4,The Emergence of the First Global Age,6,Guided practice B: global connections and regional change,Guided practice B,global connections and regional change,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l07,ma-g10-social-studies,10,social-studies,43,4,The Emergence of the First Global Age,7,Investigation or close reading: emerging global systems of trade,Investigation or close reading,emerging global systems of trade,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l08,ma-g10-social-studies,10,social-studies,44,4,The Emergence of the First Global Age,8,Reteach and varied practice: diffusion of world religions,Reteach and varied practice,diffusion of world religions,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l09,ma-g10-social-studies,10,social-studies,45,4,The Emergence of the First Global Age,9,Performance task build: maritime technology and navigation,Performance task build,maritime technology and navigation,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l10,ma-g10-social-studies,10,social-studies,46,4,The Emergence of the First Global Age,10,Synthesis and review: new maritime trade routes and commercial networks,Synthesis and review,new maritime trade routes and commercial networks,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l11,ma-g10-social-studies,10,social-studies,47,4,The Emergence of the First Global Age,11,Unit assessment: changing patterns of power,Unit assessment,changing patterns of power,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u04-l12,ma-g10-social-studies,10,social-studies,48,4,The Emergence of the First Global Age,12,Correction and reflection: global connections and regional change,Correction and reflection,global connections and regional change,WHG 5.1.1;WHG 5.1.2;P2
ma-g10-social-studies-u05-l01,ma-g10-social-studies,10,social-studies,49,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",1,Launch and diagnostic: cultural encounters and conquest,Launch and diagnostic,cultural encounters and conquest,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l02,ma-g10-social-studies,10,social-studies,50,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",2,Concept model A: the Columbian Exchange,Concept model A,the Columbian Exchange,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l03,ma-g10-social-studies,10,social-studies,51,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",3,Guided practice A: the trans-Atlantic slave trade,Guided practice A,the trans-Atlantic slave trade,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l04,ma-g10-social-studies,10,social-studies,52,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",4,Independent application A: demographic and environmental consequences,Independent application A,demographic and environmental consequences,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l05,ma-g10-social-studies,10,social-studies,53,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",5,Concept model B: resistance and survival,Concept model B,resistance and survival,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l06,ma-g10-social-studies,10,social-studies,54,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",6,Guided practice B: Afro-Eurasian empires compared,Guided practice B,Afro-Eurasian empires compared,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l07,ma-g10-social-studies,10,social-studies,55,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",7,Investigation or close reading: cultural encounters and conquest,Investigation or close reading,cultural encounters and conquest,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l08,ma-g10-social-studies,10,social-studies,56,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",8,Reteach and varied practice: the Columbian Exchange,Reteach and varied practice,the Columbian Exchange,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l09,ma-g10-social-studies,10,social-studies,57,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",9,Performance task build: the trans-Atlantic slave trade,Performance task build,the trans-Atlantic slave trade,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l10,ma-g10-social-studies,10,social-studies,58,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",10,Synthesis and review: demographic and environmental consequences,Synthesis and review,demographic and environmental consequences,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l11,ma-g10-social-studies,10,social-studies,59,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",11,Unit assessment: resistance and survival,Unit assessment,resistance and survival,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u05-l12,ma-g10-social-studies,10,social-studies,60,5,"Cultural Encounters, the Columbian Exchange, and the Trans-Atlantic Slave Trade",12,Correction and reflection: Afro-Eurasian empires compared,Correction and reflection,Afro-Eurasian empires compared,WHG 5.2.1;WHG 5.2.2;WHG 5.2.3;P1;P3
ma-g10-social-studies-u06-l01,ma-g10-social-studies,10,social-studies,61,6,"Global Revolutions, Migration, and Interconnection",1,Launch and diagnostic: characteristics and extent of global revolutions,Launch and diagnostic,characteristics and extent of global revolutions,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l02,ma-g10-social-studies,10,social-studies,62,6,"Global Revolutions, Migration, and Interconnection",2,Concept model A: worldwide migrations,Concept model A,worldwide migrations,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l03,ma-g10-social-studies,10,social-studies,63,6,"Global Revolutions, Migration, and Interconnection",3,Guided practice A: population change,Guided practice A,population change,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l04,ma-g10-social-studies,10,social-studies,64,6,"Global Revolutions, Migration, and Interconnection",4,Independent application A: increasing global interconnection,Independent application A,increasing global interconnection,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l05,ma-g10-social-studies,10,social-studies,65,6,"Global Revolutions, Migration, and Interconnection",5,Concept model B: technology and communication,Concept model B,technology and communication,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l06,ma-g10-social-studies,10,social-studies,66,6,"Global Revolutions, Migration, and Interconnection",6,Guided practice B: regional variation in change,Guided practice B,regional variation in change,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l07,ma-g10-social-studies,10,social-studies,67,6,"Global Revolutions, Migration, and Interconnection",7,Investigation or close reading: characteristics and extent of global revolutions,Investigation or close reading,characteristics and extent of global revolutions,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l08,ma-g10-social-studies,10,social-studies,68,6,"Global Revolutions, Migration, and Interconnection",8,Reteach and varied practice: worldwide migrations,Reteach and varied practice,worldwide migrations,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l09,ma-g10-social-studies,10,social-studies,69,6,"Global Revolutions, Migration, and Interconnection",9,Performance task build: population change,Performance task build,population change,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l10,ma-g10-social-studies,10,social-studies,70,6,"Global Revolutions, Migration, and Interconnection",10,Synthesis and review: increasing global interconnection,Synthesis and review,increasing global interconnection,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l11,ma-g10-social-studies,10,social-studies,71,6,"Global Revolutions, Migration, and Interconnection",11,Unit assessment: technology and communication,Unit assessment,technology and communication,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u06-l12,ma-g10-social-studies,10,social-studies,72,6,"Global Revolutions, Migration, and Interconnection",12,Correction and reflection: regional variation in change,Correction and reflection,regional variation in change,WHG 6.1.1;WHG 6.1.2;WHG 6.1.3;P2
ma-g10-social-studies-u07-l01,ma-g10-social-studies,10,social-studies,73,7,"Nationalism, Industrialization, and Imperialism Compared",1,Launch and diagnostic: comparing political revolutions and independence movements,Launch and diagnostic,comparing political revolutions and independence movements,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l02,ma-g10-social-studies,10,social-studies,74,7,"Nationalism, Industrialization, and Imperialism Compared",2,Concept model A: growth of nationalism and nation-states,Concept model A,growth of nationalism and nation-states,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l03,ma-g10-social-studies,10,social-studies,75,7,"Nationalism, Industrialization, and Imperialism Compared",3,Guided practice A: causes and consequences of industrialization,Guided practice A,causes and consequences of industrialization,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l04,ma-g10-social-studies,10,social-studies,76,7,"Nationalism, Industrialization, and Imperialism Compared",4,Independent application A: imperialism and its justifications,Independent application A,imperialism and its justifications,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l05,ma-g10-social-studies,10,social-studies,77,7,"Nationalism, Industrialization, and Imperialism Compared",5,Concept model B: resistance to imperial rule,Concept model B,resistance to imperial rule,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l06,ma-g10-social-studies,10,social-studies,78,7,"Nationalism, Industrialization, and Imperialism Compared",6,Guided practice B: comparing outcomes across regions,Guided practice B,comparing outcomes across regions,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l07,ma-g10-social-studies,10,social-studies,79,7,"Nationalism, Industrialization, and Imperialism Compared",7,Investigation or close reading: comparing political revolutions and independence movements,Investigation or close reading,comparing political revolutions and independence movements,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l08,ma-g10-social-studies,10,social-studies,80,7,"Nationalism, Industrialization, and Imperialism Compared",8,Reteach and varied practice: growth of nationalism and nation-states,Reteach and varied practice,growth of nationalism and nation-states,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l09,ma-g10-social-studies,10,social-studies,81,7,"Nationalism, Industrialization, and Imperialism Compared",9,Performance task build: causes and consequences of industrialization,Performance task build,causes and consequences of industrialization,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l10,ma-g10-social-studies,10,social-studies,82,7,"Nationalism, Industrialization, and Imperialism Compared",10,Synthesis and review: imperialism and its justifications,Synthesis and review,imperialism and its justifications,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l11,ma-g10-social-studies,10,social-studies,83,7,"Nationalism, Industrialization, and Imperialism Compared",11,Unit assessment: resistance to imperial rule,Unit assessment,resistance to imperial rule,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u07-l12,ma-g10-social-studies,10,social-studies,84,7,"Nationalism, Industrialization, and Imperialism Compared",12,Correction and reflection: comparing outcomes across regions,Correction and reflection,comparing outcomes across regions,WHG 6.2.1;WHG 6.2.2;WHG 6.2.3;WHG 6.2.4;P3
ma-g10-social-studies-u08-l01,ma-g10-social-studies,10,social-studies,85,8,"Global Crisis and Achievement, 1900-Present",1,"Launch and diagnostic: power, resistance, and the changing nature of global conflict",Launch and diagnostic,"power, resistance, and the changing nature of global conflict",WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l02,ma-g10-social-studies,10,social-studies,86,8,"Global Crisis and Achievement, 1900-Present",2,Concept model A: World War I and the interwar period,Concept model A,World War I and the interwar period,WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l03,ma-g10-social-studies,10,social-studies,87,8,"Global Crisis and Achievement, 1900-Present",3,Guided practice A: World War II and its global course,Guided practice A,World War II and its global course,WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l04,ma-g10-social-studies,10,social-studies,88,8,"Global Crisis and Achievement, 1900-Present",4,Independent application A: genocide in the twentieth century,Independent application A,genocide in the twentieth century,WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l05,ma-g10-social-studies,10,social-studies,89,8,"Global Crisis and Achievement, 1900-Present",5,Concept model B: Cold War conflicts and decolonization,Concept model B,Cold War conflicts and decolonization,WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l06,ma-g10-social-studies,10,social-studies,90,8,"Global Crisis and Achievement, 1900-Present",6,"Guided practice B: technological, scientific, and cultural exchange",Guided practice B,"technological, scientific, and cultural exchange",WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l07,ma-g10-social-studies,10,social-studies,91,8,"Global Crisis and Achievement, 1900-Present",7,"Investigation or close reading: power, resistance, and the changing nature of global conflict",Investigation or close reading,"power, resistance, and the changing nature of global conflict",WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l08,ma-g10-social-studies,10,social-studies,92,8,"Global Crisis and Achievement, 1900-Present",8,Reteach and varied practice: World War I and the interwar period,Reteach and varied practice,World War I and the interwar period,WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l09,ma-g10-social-studies,10,social-studies,93,8,"Global Crisis and Achievement, 1900-Present",9,Performance task build: World War II and its global course,Performance task build,World War II and its global course,WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l10,ma-g10-social-studies,10,social-studies,94,8,"Global Crisis and Achievement, 1900-Present",10,Synthesis and review: genocide in the twentieth century,Synthesis and review,genocide in the twentieth century,WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
